Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off,,,,,
Mercos,Joinville,Sales,51,0.4,5/13/2020 0:00,https://www.linkedin.com/pulse/decis%C3%A3o-mais-dif%C3%ADcil-dos-%C3%BAltimos-10-anos-tiago-brandes/,2,Unknown,5/13/2020 21:39,Brazil,Unknown,,,,,
Stone,Sao Paulo,Finance,1300,0.2,05-12-2020 00:00,https://www.reuters.com/article/us-stoneco-layoff/brazilian-card-processor-stoneco-lays-off-20-of-workforce-1300-employees-idUSKBN22O31N,,Post-IPO,5/13/2020 21:12,Brazil,Unknown,,,,,
OYO,Sao Paulo,Travel,500,,4/25/2020 0:00,https://headtopics.com/br/oyo-demite-centenas-no-brasil-contaazul-enxuga-um-terco-do-time-link-estad-o-12623044,2400,Series F,05-11-2020 14:13,Brazil,Unknown,,,,,
TutorMundi,Sao Paulo,Education,4,1,4/24/2020 0:00,Company executive,2,Series A,05-03-2020 04:35,Brazil,Unknown,,,,,
Movidesk,Blumenau,Support,33,0.25,4/20/2020 0:00,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,1,Seed,4/27/2020 22:02,Brazil,Unknown,,,,,
ContaAzul,Joinville,Education,140,0.35,4/17/2020 0:00,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,37,Series D,4/27/2020 21:59,Brazil,Unknown,,,,,
QuintoAndar,Sao Paulo,Real Estate,88,0.08,4/17/2020 0:00,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,335,Series D,4/18/2020 13:37,Brazil,Unknown,,,,,
Loft,Sao Paulo,Real Estate,47,0.1,4/17/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",263,Series C,4/18/2020 13:41,Brazil,Unknown,,,,,
Xerpa,Sao Paulo,HR,10,,4/14/2020 0:00,https://www.linkedin.com/posts/nreise_ex-xerpas-incr%C3%ADveis-e-dispon%C3%ADveis-covid-activity-6655927070826221568-kunx/,5,Unknown,4/14/2020 22:00,Brazil,Unknown,,,,,
Neon,Sao Paulo,Finance,70,0.1,4/13/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",120,Series B,4/14/2020 21:51,Brazil,Unknown,,,,,
BeeTech,Sao Paulo,Finance,30,,04-10-2020 00:00,https://valorinveste.globo.com/mercados/brasil-e-politica/noticia/2020/04/10/demisses-em-startups-j-somam-quase-mil-pessoas-no-brasil.ghtml,14,Series B,4/29/2020 21:56,Brazil,Unknown,,,,,
Omie,Sao Paulo,Finance,136,0.31,04-09-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",26,Series B,04-09-2020 21:59,Brazil,Unknown,,,,,
Kenoby,Sao Paulo,Recruiting,18,0.16,04-08-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23,Unknown,04-12-2020 06:37,Brazil,Unknown,,,,,
GetNinjas,Sao Paulo,Consumer,11,0.1,04-08-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16,Series B,04-12-2020 06:41,Brazil,Unknown,,,,,
Creditas,Sao Paulo,Finance,,0.06,04-08-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",314,Series D,04-12-2020 06:39,Brazil,Unknown,,,,,
Rock Content,Belo Horizonte,Marketing,100,0.2,04-06-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Series A,04-06-2020 21:18,Brazil,Unknown,,,,,
C6 Bank,Sao Paulo,Finance,60,0.06,04-06-2020 00:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,04-06-2020 21:17,Brazil,Unknown,,,,,
Gympass,Sao Paulo,Fitness,467,0.33,04-03-2020 00:00,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300,Series D,04-05-2020 21:25,Brazil,Unknown,,,,,
MaxMilhas,Belo Horizonte,Travel,167,0.42,04-03-2020 00:00,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,04-06-2020 05:08,Brazil,Unknown,,,,,
Loft,Sao Paulo,Real Estate,47,,3/27/2020 0:00,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html,263,Series C,04-08-2020 20:43,Brazil,Unknown,,,,,
Bcredi,Curitiba,Finance,,,3/27/2020 0:00,https://layoffs.fyi/list/bcredi/,,Series A,4/25/2020 15:28,Brazil,Unknown,,,,,
ScaleFocus,Sofia,Infrastructure,120,0.1,06-11-2020 00:00,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,,Unknown,06-11-2020 23:23,Bulgaria,Unknown,,,,,
Koho,Toronto,Finance,,0.14,02-08-2023 00:00,https://betakit.com/koho-lays-off-14-percent-of-staff/,278,Series D,02-08-2023 17:50,Canada,Unknown,,,,,
VerticalScope,Toronto,Media,60,0.22,02-01-2023 00:00,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,,Post-IPO,02-01-2023 23:26,Canada,Unknown,,,,,
Ada,Toronto,Support,,,02-01-2023 00:00,https://betakit.com/ada-latest-canadian-unicorn-to-make-additional-staff-cuts/,190,Series C,02-03-2023 03:13,Canada,Unknown,,,,,
OpenText,Waterloo,Data,,0.08,1/31/2023 0:00,https://www.crn.com/news/security/layoffs-ahead-as-opentext-closes-5-8b-micro-focus-buy,1100,Post-IPO,02-01-2023 05:19,Canada,Unknown,,,,,
SSense,Montreal,Retail,138,0.07,1/27/2023 0:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Series A,1/28/2023 15:11,Canada,Unknown,,,,,
Shakepay,Montreal,Crypto,21,0.25,1/27/2023 0:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,45,Series A,1/28/2023 21:16,Canada,Unknown,,,,,
#Paid,Toronto,Marketing,19,0.17,1/27/2023 0:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,21,Series B,1/28/2023 21:12,Canada,Unknown,,,,,
PartnerStack,Toronto,Sales,40,0.2,1/24/2023 0:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,36,Series B,1/24/2023 23:03,Canada,Unknown,,,,,
Venngage,Toronto,Marketing,11,0.2,1/24/2023 0:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Unknown,1/25/2023 5:21,Canada,https://docs.google.com/spreadsheets/d/1ZHCjaA7r0fEJLSR1tCTFxzUQIbzBvrssKQjJMUZC_1Y/edit#gid=0,,,,,
Benevity,Calgary,Other,137,0.14,1/18/2023 0:00,https://benevity.com/message-kelly-schmitt,69,Unknown,1/18/2023 19:52,Canada,https://benevity.com/benevity-talent,,,,,
Hootsuite,Vancouver,Marketing,70,0.07,1/18/2023 0:00,https://www.theglobeandmail.com/business/article-hootsuite-replaces-ceo-announces-layoffs/,300,Series C,1/18/2023 19:54,Canada,Unknown,,,,,
Lightspeed Commerce,Montreal,Retail,300,0.1,1/17/2023 0:00,https://www.prnewswire.com/news-releases/lightspeed-commerce-streamlines-operations-with-a-continued-focus-on-profitable-growth-301723292.html,1200,Post-IPO,1/17/2023 16:45,Canada,Unknown,,,,,
Clutch,Toronto,Transportation,150,,1/17/2023 0:00,https://www.theglobeandmail.com/business/article-lightspeed-commerce-job-cuts/,253,Unknown,1/18/2023 2:16,Canada,Unknown,,,,,
ClearCo,Toronto,Finance,50,0.3,1/16/2023 0:00,https://betakit.com/michele-romanow-clearco-ceo-layoffs/,698,Series C,1/16/2023 16:50,Canada,Unknown,,,,,
Thinkific,Vancouver,Education,76,0.19,01-10-2023 00:00,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,22,Post-IPO,01-10-2023 23:54,Canada,Unknown,,,,,
GoBolt,Toronto,Logistics,55,0.05,01-10-2023 00:00,https://betakit.com/gobolt-lays-off-five-percent-of-staff-shortly-after-75-million-raise-citing-worsening-consumer-demand/,178,Series C,01-11-2023 00:57,Canada,Unknown,,,,,
Briza,Toronto,Finance,26,0.4,12/20/2022 0:00,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,10,Series A,12/20/2022 18:43,Canada,https://docs.google.com/spreadsheets/d/18ZMnL97fbgyh6E-fy62SEYaZweFXZnEtpVQLBCklDzo/edit#gid=1207064469,,,,,
Revelate,Montreal,Data,24,0.3,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,26,Series A,12/19/2022 17:17,Canada,Unknown,,,,,
 E Inc.,Toronto,Transportation,,,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,,Post-IPO,12/19/2022 17:19,Canada,Unknown,,,,,
Reach,Calgary,Retail,,0.12,12/16/2022 0:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,30,Series A,12/19/2022 17:18,Canada,Unknown,,,,,
Bridgit,Waterloo,Construction,13,0.13,12-06-2022 00:00,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,36,Series B,12/19/2022 16:48,Canada,Unknown,,,,,
Thinkific,Vancouver,Education,,,12-05-2022 00:00,https://techcouver.com/2022/12/05/rebound-thinkific-labs-layoffs/,22,Post-IPO,12/19/2022 17:14,Canada,Unknown,,,,,
ApplyBoard,Waterloo,Education,90,0.06,11/28/2022 0:00,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,483,Series D,11/30/2022 6:14,Canada,Unknown,,,,,
Ledn,Toronto,Crypto,,,11/28/2022 0:00,https://www.theblock.co/post/190436/crypto-lender-ledn-lays-off-chief-commercial-officer-in-latest-industry-job-cuts,103,Series B,12/19/2022 16:49,Canada,Unknown,,,,,
GoodGood,Toronto,Retail,,1,11/23/2022 0:00,https://betakit.com/one-year-after-raising-6-5-million-goodgood-shuts-down-claiming-it-cant-find-more-money/,6,Seed,11/25/2022 4:07,Canada,Unknown,,,,,
TealBook,Toronto,Other,34,0.19,11/17/2022 0:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,73,Series B,11/17/2022 17:26,Canada,Unknown,,,,,
Koho,Toronto,Finance,15,0.04,11/17/2022 0:00,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,278,Series D,11/20/2022 0:17,Canada,Unknown,,,,,
Symend,Calgary,Other,,0.13,11/17/2022 0:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,148,Series C,11/17/2022 17:25,Canada,Unknown,,,,,
D2L,Waterloo,Education,,0.05,11/16/2022 0:00,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,168,Post-IPO,11/17/2022 2:45,Canada,https://docs.google.com/spreadsheets/d/1ZznLpFRu-c3248tr3oyQRb15r0rW6anuLFipNPA27tk/edit#gid=27622024,,,,,
Properly,Toronto,Real Estate,71,,11/15/2022 0:00,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,154,Series B,11/17/2022 0:21,Canada,Unknown,,,,,
Apollo Insurance,Vancouver,Finance,,0.25,11/15/2022 0:00,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,11,Series B,11/20/2022 0:15,Canada,Unknown,,,,,
Hootsuite,Vancouver,Marketing,50,0.05,11-01-2022 00:00,Internal memo,300,Series C,11-01-2022 19:42,Canada,Unknown,,,,,
Drop,Toronto,Marketing,24,,11-01-2022 00:00,Internal memo,56,Series B,11-03-2022 04:31,Canada,Unknown,,,,,
RenoRun,Montreal,Construction,210,0.43,10/27/2022 0:00,https://www.theglobeandmail.com/business/article-renorun-canadian-tech-layoffs/,163,Series B,10/28/2022 15:47,Canada,Unknown,,,,,
Truiloo,Vancouver,Security,24,0.05,9/23/2022 0:00,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,474,Series D,9/19/2022 16:04,Canada,Unknown,,,,,
Ada,Toronto,Support,78,0.16,9/20/2022 0:00,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,190,Series C,9/21/2022 4:08,Canada,Unknown,,,,,
SkipTheDishes,Winnipeg,Food,350,,09-09-2022 00:00,https://winnipeg.ctvnews.ca/skip-the-dishes-lays-off-winnipeg-workers-1.6063503,6,Acquired,09-11-2022 16:08,Canada,Unknown,,,,,
Shopify,Ottawa,Retail,70,,09-01-2022 00:00,https://www.theinformation.com/briefings/shopify-makes-a-fresh-round-of-layoffs,122,Post-IPO,09-01-2022 20:19,Canada,Unknown,,,,,
Q4,Toronto,Other,50,0.08,8/23/2022 0:00,https://www.theglobeandmail.com/business/article-q4-inc-layoffs-canada/,91,Series C,8/24/2022 3:26,Canada,Unknown,,,,,
Vendasta,Saskatoon,Marketing,,0.05,8/18/2022 0:00,https://saskatoon.ctvnews.ca/vendasta-announces-layoffs-after-best-workplace-recognition-1.6033046,178,Series D,8/20/2022 3:42,Canada,Unknown,,,,,
AlayaCare,Montreal,Healthcare,80,0.14,8/16/2022 0:00,https://betakit.com/alayacare-lays-off-14-percent-of-employees-slows-ma-plans/,293,Series D,8/17/2022 18:25,Canada,Unknown,,,,,
Hootsuite,Vancouver,Marketing,400,0.3,08-09-2022 00:00,https://betakit.com/hootsuite-restructuring-laying-off-30-percent-of-employees/,300,Series C,08-09-2022 17:35,Canada,Unknown,,,,,
Dooly,Vancouver,Sales,12,,08-09-2022 00:00,https://www.linkedin.com/feed/update/urn:li:activity:6962892415028387840/,102,Series B,08-10-2022 15:24,Canada,Unknown,,,,,
Mejuri,Toronto,Retail,50,0.1,08-05-2022 00:00,https://betakit.com/d2c-startups-not-immune-to-downturn-as-article-mejuri-make-staff-cuts/,28,Series B,08-08-2022 21:33,Canada,Unknown,,,,,
Uberflip,Toronto,Marketing,31,0.17,08-05-2022 00:00,https://betakit.com/uberflip-ceo-attributes-company-layoffs-to-unsteady-economy/,42,Series A,08-05-2022 19:18,Canada,Unknown,,,,,
Article,Vancouver,Retail,216,0.17,08-04-2022 00:00,https://dailyhive.com/vancouver/vancouver-article-layoffs,,Series B,08-04-2022 23:33,Canada,Unknown,,,,,
RenoRun,Montreal,Construction,70,0.12,08-04-2022 00:00,https://betakit.com/renorun-lays-off-12-percent-of-staff-pauses-geographic-expansion-amid-uncertainty-surrounding-consumer-spending/,163,Series B,8/17/2022 18:27,Canada,Unknown,,,,,
Unbounce,Vancouver,Marketing,47,0.2,08-03-2022 00:00,https://betakit.com/unbounce-lays-off-20-percent-of-staff-as-part-of-larger-company-restructuring/,39,Series A,08-03-2022 22:50,Canada,Unknown,,,,,
Clearco,Toronto,Finance,125,0.25,7/29/2022 0:00,https://betakit.com/clearco-cuts-a-quarter-of-staff-amid-significant-headwinds/,681,Series C,7/29/2022 16:04,Canada,Unknown,,,,,
Sherpa,Toronto,Travel,22,,7/29/2022 0:00,https://www.linkedin.com/posts/maxtremaine_it-has-been-an-amazing-year-for-sherpa-activity-6962384880487866368-v491/,11,Unknown,7/30/2022 23:23,Canada,Unknown,,,,,
TextNow,Waterloo,Consumer,22,,7/28/2022 0:00,Internal memo,1,Seed,08-04-2022 03:57,Canada,Unknown,,,,,
Coinsquare,Toronto,Crypto,30,0.24,7/27/2022 0:00,https://betakit.com/coinsquare-lays-off-24-percent-of-staff-amid-turbulent-crypto-market-shifted-focus-to-regulation/,98,Unknown,7/30/2022 14:35,Canada,Unknown,,,,,
Shopify,Ottawa,Retail,1000,0.1,7/26/2022 0:00,https://www.wsj.com/articles/shopify-to-lay-off-10-of-workers-in-broad-shake-up-11658839047,122,Post-IPO,7/26/2022 15:20,Canada,Unknown,,,,,
Introhive,Ferdericton,Sales,57,0.16,7/20/2022 0:00,https://entrevestor.com/home/entry/introhive-lays-off-staff-braces-for-recession,125,Series C,7/22/2022 19:23,Canada,Unknown,,,,,
Forma.ai,Toronto,Sales,15,0.09,7/20/2022 0:00,Internal memo,58,Series B,7/26/2022 15:35,Canada,Unknown,,,,,
Shopify,Ottawa,Retail,50,,07-06-2022 00:00,https://www.theglobeandmail.com/business/article-shopify-compensation-hiring-plans/,122,Post-IPO,07-06-2022 16:53,Canada,Unknown,,,,,
Clutch,Toronto,Transportation,76,0.22,6/29/2022 0:00,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,153,Series B,6/30/2022 2:52,Canada,Unknown,,,,,
Ritual,Toronto,Food,23,0.16,6/22/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134,Series C,6/23/2022 4:03,Canada,Unknown,,,,,
Bonsai,Toronto,Retail,30,0.55,6/20/2022 0:00,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27,Series A,6/21/2022 3:21,Canada,Unknown,,,,,
Wealthsimple,Toronto,Finance,159,0.13,6/15/2022 0:00,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900,Unknown,6/15/2022 16:52,Canada,Unknown,,,,,
Swyft,Toronto,Logistics,10,0.3,6/15/2022 0:00,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20,Series A,6/15/2022 15:15,Canada,Unknown,,,,,
Clearco,Toronto,Finance,60,,06-06-2022 00:00,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,681,Series C,8/30/2022 22:47,Canada,Unknown,,,,,
Bonsai,Toronto,Retail,29,0.34,4/26/2022 0:00,https://betakit.com/bonsai-lays-off-a-third-of-employees-shortly-after-21-million-series-a-citing-shift-to-growth-strategy/,27,Series A,6/21/2022 3:27,Canada,Unknown,,,,,
Goodfood,Calgary,Food,70,,04-07-2022 00:00,https://thelogic.co/news/exclusive/meal-kit-pioneer-goodfood-goes-through-another-round-of-staff-cuts-amid-struggles-with-supply-chain-inflation/,16,Post-IPO,08-11-2022 13:34,Canada,Unknown,,,,,
Legible,Vancouver,Media,23,0.38,04-04-2022 00:00,https://betakit.com/in-effort-to-cut-costs-cse-listed-legible-lays-off-over-a-third-of-its-employees/,3,Post-IPO,4/15/2022 23:02,Canada,Unknown,,,,,
Thinkific,Vancouver,Education,100,0.2,3/29/2022 0:00,https://betakit.com/following-2021-losses-thinkific-to-lay-off-100-employees/,22,Post-IPO,3/30/2022 3:34,Canada,Unknown,,,,,
Hubba,Toronto,Retail,45,1,02-01-2021 00:00,https://betakit.com/hubba-to-shut-down/,61,Series B,02-03-2021 18:03,Canada,Unknown,,,,,
Breather,Montreal,Real Estate,120,0.8,12/16/2020 0:00,https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,131,Series D,12/17/2020 17:19,Canada,Unknown,,,,,
Shopify,Ottawa,Retail,30,,8/14/2020 0:00,https://betakit.com/shopify-cuts-office-staff-amid-remote-work-shift/,122.3,Post-IPO,8/14/2020 16:28,Canada,Unknown,,,,,
Thriver,Toronto,Food,75,0.5,08-06-2020 00:00,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,53,Series B,08-07-2020 17:41,Canada,Unknown,,,,,
Snaptravel,Toronto,Travel,,,7/16/2020 0:00,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,22.4,Series A,7/17/2020 3:14,Canada,Unknown,,,,,
Integrate.ai,Toronto,Support,26,,06-09-2020 00:00,https://integrate.ai/blog/integrateai-restructuring-in-response-to-new-market-realities,39.6,Unknown,6/30/2020 16:09,Canada,Unknown,,,,,
Intersect,Toronto,Product,19,0.11,5/13/2020 0:00,https://betakit.com/intersect-ceo-departs-company-following-recent-layoffs/,,Acquired,5/13/2020 21:17,Canada,Unknown,,,,,
Top Hat,Toronto,Education,16,0.03,05-12-2020 00:00,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,104,Series D,05-12-2020 22:45,Canada,Unknown,,,,,
League,Toronto,Healthcare,,,05-05-2020 00:00,https://www.linkedin.com/posts/mserbinis_like-so-many-other-businesses-around-the-activity-6663604606347550722-9KUA,76,Unknown,05-07-2020 00:15,Canada,Unknown,,,,,
Element AI,Montreal,Other,62,0.15,05-04-2020 00:00,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,257,Series B,05-06-2020 22:57,Canada,Unknown,,,,,
Loopio,Toronto,Sales,11,0.08,05-04-2020 00:00,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,11,Series A,05-07-2020 03:57,Canada,Unknown,,,,,
Ada Support,Toronto,Support,36,0.23,4/24/2020 0:00,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,60,Series B,4/24/2020 21:34,Canada,Unknown,,,,,
Freshbooks,Toronto,Finance,38,0.09,4/21/2020 0:00,https://betakit.com/freshbooks-reduces-headcount-by-9-ceo-says-company-remains-in-growth-mode-despite-covid-19/,75,Series B,4/22/2020 17:05,Canada,Unknown,,,,,
Influitive,Toronto,Marketing,,,4/17/2020 0:00,LinkedIn,59,Unknown,4/27/2020 4:12,Canada,Unknown,,,,,
CrowdRiff,Toronto,Marketing,,,4/16/2020 0:00,LinkedIn,11,Series A,4/27/2020 4:11,Canada,Unknown,,,,,
Tulip Retail,Toronto,Retail,14,,4/15/2020 0:00,https://www.linkedin.com/posts/aliasaria_today-tulip-made-the-difficult-decision-to-activity-6656277826045571072-PEPm,51,Series B,4/16/2020 6:30,Canada,Unknown,,,,,
TouchBistro,Toronto,Food,131,0.23,4/14/2020 0:00,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,224,Series E,4/14/2020 21:58,Canada,Unknown,,,,,
Clearbanc,Toronto,Finance,17,0.08,4/13/2020 0:00,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,119,Series B,4/13/2020 21:21,Canada,Unknown,,,,,
Mejuri,Toronto,Retail,36,0.15,04-09-2020 00:00,https://betakit.com/mejuri-lays-off-15-percent-of-staff-as-its-forced-to-close-all-retail-stores-due-to-pandemic/,28,Series B,04-10-2020 04:15,Canada,Unknown,,,,,
Lighthouse Labs,Toronto,Education,14,0.07,04-09-2020 00:00,https://betakit.com/as-lighthouse-labs-faces-staff-cuts-extends-coding-scholarships-to-covid-19-jobless/,,Unknown,04-10-2020 04:17,Canada,Unknown,,,,,
Connected,Toronto,Product,17,0.1,04-08-2020 00:00,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,04-11-2020 06:09,Canada,Unknown,,,,,
